ticker,sector,close,market_cap,volatility_60,composite_score,weight
FICO,Technology,933.3,20157072745.5,0.04144769745184069,0.3385259533085692,0.0024640888543370027
CHYM,Technology,32.31,12232084936.410002,0.04162721405751082,0.34869122097189453,0.002453462515841492
SFIX,Consumer Cyclical,2.97,396274792.32000005,0.04166175901198068,0.28898895474796504,0.0024514281622060904
TDC,Technology,27.76,2581680000.0,0.04230979889335626,0.3358970498880891,0.0024138807557662493
RHI,Industrials,39.21,4013607275.88,0.042515732562785444,0.28152053234566676,0.002402188629307759
GSHD,Financial Services,62.32,2213351199.6,0.042714747246738065,0.30200170466186127,0.002390996457009636
MDB,Technology,356.0,28678057396.0,0.04275404825387733,0.3042128661735998,0.002388798569963504
CORT,Healthcare,113.98,12321055290.060001,0.0430120569960063,0.2716000992773651,0.0023744693107445604
BLND,Technology,1.49,352404845.31,0.043483581237424594,0.35063263897963043,0.0023487212051686505
EGHT,Technology,1.84,265761321.84,0.043580563890237754,0.2630042360447736,0.002343494443675397
WDAY,Technology,186.28,44893480000.0,0.04387443202094417,0.31521734031360266,0.0023277978682495317
APP,Technology,312.01,104414458510.0,0.04399729436081995,0.28582909023277836,0.0023212974982380137
ASAN,Technology,8.79,2012647328.4299998,0.04415051044142131,0.36951402768844016,0.002313241869865117
VRRM,Industrials,3.91,594252763.64,0.0444413126812604,0.3060161953125741,0.002298105145127236
APPN,Technology,34.58,2476882304.2599998,0.04479892941788025,0.3758022422015384,0.0022797600446284355
KVYO,Technology,17.89,5093773847.93,0.04488021643374289,0.35890204285902294,0.0022756309448683154
TENB,Technology,33.7,3711717427.1000004,0.04560606284406634,0.36735431643067334,0.002239412985028168
TBLA,Communication Services,3.82,1031993620.36,0.04619487514334702,0.29432408356677603,0.0022108688249960927
IT,Technology,172.59,10898881767.84,0.046389619778446,0.34105883308239987,0.0022015875494729932
FIVN,Technology,31.23,2333615873.13,0.046505461805502156,0.2599225607286488,0.0021961035406152982
RNG,Technology,70.19,5861297510.78,0.046897418350917125,0.45747672101446046,0.0021777490727699204
DAVE,Technology,376.38,4800917724.66,0.047495983092278135,0.4240756396760242,0.0021503041453123893
FIGS,Consumer Cyclical,13.68,2272798510.56,0.04772923342957234,0.2653585728132059,0.002139795718272191
TDOC,Healthcare,6.26,1137341971.46,0.048654636315803794,0.2769061285616624,0.00209909716858451
SPT,Technology,10.45,633188615.4,0.04975991488733756,0.2726393951260387,0.0020524715438169313
PLTK,Communication Services,2.22,846748372.9200001,0.04985468491031358,0.27866478289107616,0.0020485699490978976
CRTO,Communication Services,17.74,869216696.66,0.050477229781195725,0.3256927575810708,0.002023304562705214
EMBC,Healthcare,5.55,314460774.45,0.050505159705087135,0.28449574832900343,0.0020221856524240567
DOCS,Healthcare,24.42,4352766831.6,0.0515935888755722,0.31899499458474007,0.0019795251998328857
HUBS,Technology,240.42,11988832044.42,0.05175227996035612,0.3753176584876508,0.001973455264333248
LZ,Industrials,6.02,1031014168.2399999,0.05242734278667261,0.3940601439553075,0.0019480447396425207
